6934	16	16
1616	16	16
14822	0	16
17438	16	0
25130	0	0
36340	0	0
44705	0	16
47272	0	0
50188	0	16
73065	0	16
81710	16	16
87880	16	16
91842	0	16
92547	16	0
104193	0	0
107897	16	0
109049	16	16
110979	0	0
116172	16	0
116549	16	0
134611	16	0
134668	0	0
146971	0	0
155236	16	16
165084	16	16
166664	16	16
178901	0	16
180826	0	0
203626	16	16
206326	16	16
209371	0	16
209105	16	16
212207	16	0
225412	16	16
229525	16	0
233115	16	16
243900	0	16
255634	0	16
253390	16	0
250296	0	16
254680	0	16
274747	0	0
277485	0	0
282348	16	16
293744	0	16
299700	16	0
305304	16	0
306327	16	16
308907	16	16
314382	0	0
314391	0	0
336099	0	0
336356	0	0
336357	0	0
339660	16	16
341529	16	0
341549	0	0
344930	16	16
345322	16	0
351602	0	16
358447	16	0
359095	16	0
362131	16	16
362414	0	16
377791	16	16
376999	16	0
379066	0	16
380832	16	16
391644	16	16
393993	0	0
400422	16	0
413592	0	0
417976	0	0
420705	16	16
423438	16	0
424086	16	0
431392	0	16
440560	0	16
445785	16	16
450469	0	16
451630	0	16
457040	0	0
464617	16	16
468425	0	0
468806	0	0
477730	16	0
492676	16	0
497940	16	16
505555	0	16
504349	16	16
515458	16	0
514519	0	0
516598	0	16
519705	16	16
526034	0	0
522952	0	0
528197	0	0
538314	16	0
539196	0	0
547775	0	16
560671	0	16
563466	16	16
564077	16	16
566490	16	16
566789	0	16
569592	0	0
572927	0	16
575466	16	16
575871	0	0
577597	16	16
580165	16	0
583408	0	16
584688	16	0
586896	16	16
591533	16	16
593935	0	16
594574	0	16
607049	0	0
620798	0	0
625589	16	0
632736	16	16
634448	16	16
637037	0	0
636811	0	0
642498	0	16
645014	16	16
653476	0	16
656831	0	16
658720	0	0
672825	16	0
676081	16	16
679169	0	16
681684	16	16
692189	0	0
700759	0	16
705985	16	16
712128	16	16
725094	16	16
729455	16	16
750564	0	16
759647	0	0
764289	0	0
771354	0	0
778866	16	16
778227	16	16
783300	0	16
785748	16	16
794446	16	0
812347	0	0
817535	0	0
822119	0	16
824205	16	0
839924	16	0
843877	0	16
865461	16	16
868703	16	0
895519	16	0
900276	0	0
902851	0	0
905892	0	0
905480	16	16
908016	16	0
914689	16	16
914694	16	16
915790	0	0
915414	0	0
922207	16	0
926136	0	16
926137	0	16
936682	0	16
953540	16	0
954389	16	16
959113	0	0
962385	16	16
961320	16	16
963290	0	16
970500	0	0
971361	16	16
976052	16	0
975745	16	16
987841	16	0
995407	0	0
995172	0	0
996021	16	16
999348	0	16
1002531	0	0
1000343	16	16
1023348	0	16
1019409	0	0
1022139	0	16
1031407	0	0
1036381	0	0
1040682	0	16
1047879	16	0
1048157	0	0
1053098	0	0
1049564	0	16
1050239	0	16
1071849	16	0
1077344	16	0
1081986	16	0
1087376	0	16
1093499	16	16
